Line Tag,Cluster Sequence
"<f83r.6,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f83r.7,+P0>","[None, None, None, None, None, 8, None, None, None, None]"
"<f83r.8,+P0>","[None, None, None, None, None, None]"
"<f83r.9,+P0>","[None, None, None, None, None, 8, None, None, None]"
"<f83r.10,+P0>","[None, None, None, 6, 8, 3, 8, None, None, 3, 5]"
"<f83r.11,+P0>","[8, None, None, None, None, None, 9, None, None, 8]"
"<f83r.12,+P0>","[None, None, 5, None, None, 9, None, None, None]"
"<f83r.13,+P0>","[None, 3, None, 8, None, 8, 3, None, None, None, 3]"
"<f83r.14,+P0>","[None, None, None, None, 3, None, None, None, 3, 8]"
"<f83r.15,+P0>","[8, None, None, None, 3, None, None, None, None]"
"<f83r.16,+P0>","[None, None, None, None, None, None, None, None]"
"<f83r.17,+P0>","[None, None, None, 2, None, None]"
"<f83r.18,+P0>","[None, None, 0, None, None, None, None, None, 3]"
"<f83r.19,+P0>","[3, None, None, 5, None, None, None, 3, None, None, 3, None]"
"<f83r.20,+P0>","[None, None, None, None, 3, None, None, None, 8]"
"<f83r.21,+P0>","[None, None, None, None, None, None, None, None, 3]"
"<f83r.22,+P0>","[None, None, None, None, None, None, 0, None, 3]"
"<f83r.23,+P0>","[None, None, None, None, None, None, None, 0, None]"
"<f83r.24,+P0>","[8, None, None, 0, 6, None]"
"<f83r.25,@P1>","[None, None, None, None, None, 0]"
"<f83r.26,+P1>","[None, None, None, 8, None, None]"
"<f83r.27,+P1>","[8, None, None, None, None]"
"<f83r.28,+P1>","[8, None, None, None, None, 6]"
"<f83r.29,+P1>","[None, None, None, None, 6]"
"<f83r.30,+P1>","[None, None, None, 8]"
"<f83r.31,+P1>","[None, None, None, None]"
"<f83r.32,+P1>","[None, None, None, None]"
"<f83r.33,+P1>","[8, 8, 8, None, None, 5]"
"<f83r.34,+P1>","[None, None, None, None]"
"<f83r.35,+P1>","[8, None, None, 8, None]"
"<f83r.36,+P1>","[8, 8, None, None, None, None]"
"<f83r.37,+P1>","[3, None, None, None, None]"
"<f83r.38,+P1>","[8, None, None, 3]"
"<f83r.39,+P1>","[None, None, 5, None]"
"<f83r.40,+P1>","[3, None, None, None]"
"<f83r.41,+P1>","[None, None, None, 3]"
"<f83r.42,+P1>","[3, 6, None, 3, None, None]"
"<f83r.43,+P1>","[8, None, None, None, 3]"
"<f83r.44,+P1>","[5, None]"
"<f83r.45,@Lt>",[None]
"<f83r.46,=Lt>",[6]
"<f83r.47,@Pb>","[None, None, None]"
"<f83r.48,+Pb>","[3, None, 8, None, 8]"
"<f83r.49,+Pb>","[3, 5, None]"
"<f83r.50,@Lt>",[3]
"<f83r.51,+Lt>",[3]
"<f83r.52,@Pb>","[None, None, 3, 6]"
"<f83r.53,+Pb>","[None, None, None, 6]"
"<f83r.54,+Pb>","[8, 6, 8, None, 3]"
"<f83r.55,+Pb>","[3, 8, 3, None]"
<f83v>,[]
"<f83v.1,@P0>","[7, 3, None, None, None, None, None, None, None]"
"<f83v.2,+P0>","[8, None, None, None, None, None, None, None, None, 3]"
"<f83v.3,+P0>","[None, None, 3, None, None, None, None, 5, None, None]"
"<f83v.4,+P0>","[8, None, None, 8, None, None, None, None, None, 6]"
"<f83v.5,+P0>","[None, None, None, None, None, 8, 0, None, None, 8]"
"<f83v.6,+P0>","[None, None, None, 3, None, None, None, None, None, None, None]"
"<f83v.7,+P0>","[None, None, None, None, 8, 3, None, None, None, None]"
"<f83v.8,+P0>","[None, None, 8, None, None]"
"<f83v.9,@Lt>",[6]
"<f83v.10,@Lt>",[None]
"<f83v.11,@P0>","[None, None, None, None, None, None, 9, None, None, None]"
"<f83v.12,+P0>","[8, None, None, None, 3, None, None, None, 6, None, None, 6]"
"<f83v.13,+P0>","[None, None, None, None, None, None, None, None, 8, None, None, 3, 3]"
"<f83v.14,+P0>","[None, None, None, None, None, None, None, None, None, None, None]"
"<f83v.15,+P0>","[None, None, None, None, None, 3, None, None, None, None]"
"<f83v.16,+P0>","[8, None, None, None, None, None, None, None, 3, 3]"
"<f83v.17,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f83v.18,+P0>","[8, None, None, None, 8, 8, None, None, None]"
"<f83v.19,+P0>","[None, None, None, None, 8, None, None, 3, None]"
"<f83v.20,+P0>","[None, None, 6, None, None, None, None, None]"
"<f83v.21,+P0>","[None, None, None, None, None, None]"
"<f83v.22,+P0>","[None, None, None, None, None, None, 6]"
"<f83v.23,+P0>","[None, 5, None, None, None, None, None]"
"<f83v.24,+P0>","[3, None, None, None, None, None, 8]"
"<f83v.25,+P0>","[8, None, None, 3, 9, 3, None, None]"
"<f83v.26,+P0>","[3, None, None, None, None, None, None]"
"<f83v.27,+P0>","[None, None, None, None, None, 8]"
"<f83v.28,+P0>","[None, None, None, None, None, None, 6, None]"
"<f83v.29,+P0>","[6, None, None, None, 3, None, None]"
"<f83v.30,+P0>","[None, None, None, 0, None, None]"
"<f83v.31,+P0>","[None, None, None, None, None]"
"<f83v.32,+P0>","[None, 6, None, None, None, None]"
"<f83v.33,+P0>","[None, None, None, None]"
"<f83v.34,@Ln>",[None]
"<f83v.35,@Lt>",[8]
<f84r>,[]
"<f84r.1,@Lt>",[6]
"<f84r.2,@Ln>","[8, None]"
"<f84r.3,+Ln>",[2]
"<f84r.4,@Ln>",[None]
"<f84r.5,=Ln>",[8]
"<f84r.6,@Ln>",[5]
"<f84r.7,=Ln>","[6, None]"
"<f84r.8,@Ln>",[None]
"<f84r.9,=Ln>",[3]
"<f84r.10,@Ln>",[None]
"<f84r.11,@Ln>",[0]
"<f84r.12,@Ln>",[None]
"<f84r.13,@P0>","[9, None, None, None, None, None, None, None, None, None, 8, 6]"
"<f84r.14,+P0>","[8, 8, None, None, None, 3, 8, None, None, None, 8, 6, None, None, 8, 6]"
"<f84r.15,+P0>","[None, 3, None, None, None, None, None, 8, None, None, 3, 6, 8]"
"<f84r.16,+P0>","[3, None, 6, 6, None, None, None, None, None]"
"<f84r.17,+P0>","[None, None, 3, None, None, None, None, None, 6, None, None, None, 6]"
"<f84r.18,+P0>","[None, 6, None, None, None, None, None, None, None, None, 3, None, 3]"
"<f84r.19,+P0>","[None, 3, None, None, None, None, None, None]"
"<f84r.20,+P0>","[None, None, 8, None, 8, None, None, None, 3, None, 8]"
"<f84r.21,+P0>","[None, None, None, 9, None, 9, None, 8, None, None, 3, None]"
"<f84r.22,+P0>","[None, None, None, 6, None, None, None, None, None, 8, None, 0, 3]"
"<f84r.23,+P0>","[3, None, None, None, None, None, None, None, None, None, 6, 8, 6, 8]"
"<f84r.24,+P0>","[8, 3, None, None, 9, None, None, None, None, None, None, None, None]"
"<f84r.25,+P0>","[None, None, 0, None, None, None, None, None, 3, None, None, 3]"
"<f84r.26,+P0>","[None, None, 0, 3, None, None, None, None]"
"<f84r.27,+P0>","[None, None, None, 6, 3, 6, 8, None, 8, 5, 3, 5]"
"<f84r.28,+P0>","[8, 6, 6, None, None, 8, None, None, 8, None, None, 6]"
"<f84r.29,+P0>","[None, None, 3, None, None, 8, 3, None, 0, None, None, 8]"
"<f84r.30,+P0>","[None, None, 6, None, None, 3, 8, None, None, 8, 3, None, None]"
"<f84r.31,+P0>","[None, 8, 3, 3, None, None, 8, None, None, None, None, None, 8]"
"<f84r.32,+P0>","[None, None, None, 3, None, None, None, None, None, 3, 8, 6]"
"<f84r.33,+P0>","[None, None, None, 2, None, None, 8, None, 3, 9, None, None, 3, 3]"
"<f84r.34,+P0>","[None, 3, 6, None, 5, None, None, None, 8, 3, 3]"
"<f84r.35,+P0>","[None, 8, 8, None, None, 3, None, 8, 3, 5]"
"<f84r.36,+P0>","[None, 3, None, 8, 8, None, 5, 2, None, None, None, None, None, 6]"
"<f84r.37,@P1>","[None, None, None, None, None, 3, 6, 8]"
"<f84r.38,+P1>","[8, None, None, None, 3, None, None, 6]"
"<f84r.39,+P1>","[None, None, None, None, None, None]"
"<f84r.40,+P1>","[None, None, None, None, None, None]"
"<f84r.41,+P1>","[None, None, None, None, 8, None, 8]"
"<f84r.42,+P1>","[8, None, None, None, None, None]"
"<f84r.43,+P1>","[None, None, None, None, 8, None]"
"<f84r.44,+P1>","[None, None, None, 6, None, 3, 5]"
"<f84r.45,+P1>","[None, None, None, None, None, 8]"
"<f84r.46,+P1>","[None, None, 3, 5, None, None]"
"<f84r.47,@Lt>",[0]
<f84v>,[]
"<f84v.1,@P1>","[0, 3, None, 3, 8, 8]"
"<f84v.2,+P1>","[5, None, 8, 6, 9]"
"<f84v.3,@P0>","[9, None, None, None, None, None, 8, 6]"
"<f84v.4,+P0>","[None, None, None, None, None, 8, 3]"
"<f84v.5,+P0>","[None, None, None, None, 8, None, 8]"
"<f84v.6,+P0>","[None, None, None, None, None]"
"<f84v.7,+P0>","[5, 6, 9, None, None, None, None]"
"<f84v.8,+P0>","[None, None, None, None, None, None]"
"<f84v.9,+P0>","[None, None, None, 8, None, None]"
"<f84v.10,+P0>","[None, None, None, None, None, None, 8]"
"<f84v.11,+P0>","[None, None, 6, None, 8, None, 8, 8, 8]"
"<f84v.12,+P0>","[None, None, None, None, None, 8, None, 8, None]"
"<f84v.13,+P0>","[None, None, None, 0, None, None, None, 8, None, None]"
"<f84v.14,+P0>","[None, None, 8, 6, None, None, None, None, 8, 3, 6, None, 5]"
"<f84v.15,+P0>","[None, None, 8, 8, None, 9, 6, 9, None, None, None]"
"<f84v.16,+P0>","[8, 6, None, None, 9, None, None, None, 8, 6, None, None]"
"<f84v.17,+P0>","[None, 0, None, 8, 8, None, None, None, 8, None, 9, 9]"
"<f84v.18,+P0>","[None, None, None, None, None, None, 8, None, None, 6, 9]"
"<f84v.19,+P0>","[None, 6, None, None, None, None, 3, None, 8, None, None]"
"<f84v.20,+P0>","[None, None, None, None, None]"
"<f84v.21,+P0>","[None, None, None, None, None, None, 2, 8, None, 6]"
"<f84v.22,+P0>","[None, None, 8, None, None, None, None, None, 8, None, None]"
"<f84v.23,+P0>","[None, 6, 9, None, None, 9, 6, 5]"
"<f84v.24,+P0>","[None, None, 6, 6, None, 8, 6]"
"<f84v.25,+P0>","[None, 8, 6, 9, None, None]"
"<f84v.26,+P0>","[6, None, None, None, None, 6, None]"
"<f84v.27,+P0>","[8, 8, None, None, None, 6]"
"<f84v.28,+P0>","[3, None, None, None, 8, 8]"
"<f84v.29,+P0>","[5, None, None, 8, None, 6]"
"<f84v.30,+P0>","[None, 6, None, None, None, None]"
"<f84v.31,+P0>","[None, 8, 0, None, 0, None, 3]"
"<f84v.32,+P0>","[None, None, 9, None, None, None, 3]"
"<f84v.33,+P0>","[None, None, None, None, 3, None, None, None]"
"<f84v.34,+P0>","[None, 6, None, None, 8, 3, 8, None, None, None, None]"
"<f84v.35,+P0>","[None, 6, 0, None, 3, None, None, None, None, 8]"
"<f84v.36,+P0>","[None, 3, 9, None, 3, None, None, 6, None, None, 8]"
"<f84v.37,+P0>","[None, None, None, 8, None, 8, 8, None, 8]"
"<f84v.38,+P0>","[None, None, None, 3, 6, None, None, 6]"
"<f84v.39,+P0>","[None, None, 8, None, None, None, None, None, 3]"
"<f84v.40,+P0>","[None, None, None, None, None, 8, None, 2]"
"<f84v.41,+P0>","[8, None, None, 0, None]"
"<f84v.42,@Pb>",[8]
"<f84v.43,+Pb>",[3]
"<f84v.44,+Pb>",[None]
"<f84v.45,+Pb>",[None]
"<f84v.46,@Pb>",[None]
"<f84v.47,+Pb>",[None]
"<f84v.48,+Pb>",[5]
"<f84v.49,+Pb>",[None]
"<f84v.50,+Pb>",[None]
"<f84v.51,+Pb>",[None]
<f85r1>,[]
"<f85r1.1,@P0>","[None, None, None, None, None, None, None, 5, None, 5, None]"
"<f85r1.2,+P0>","[8, None, None, None, 8, 3, 8, None, None, None, None, 0]"
"<f85r1.3,+P0>","[5, None, None, 2, None, None, None, None, None, 8, None]"
"<f85r1.4,+P0>","[None, None, 8, None, None, None, None, 0, None, 6]"
"<f85r1.5,+P0>","[None, None, None, None, 8, None, None, 9, None, 3]"
"<f85r1.6,+P0>","[8, None, None, None, None, 6, None]"
"<f85r1.7,+P0>","[None, 8, None, None, None, None, None, None, None]"
"<f85r1.8,+P0>","[8, None, None, None, None, None, None, 8, 3, None, 5]"
"<f85r1.9,+P0>","[None, None, None, 5, None, None, None, 3, None, None, 3]"
"<f85r1.10,+P0>","[5, None, None, None]"
"<f85r1.11,+P0>","[3, 6, None, None, 3, None, None, None, 8, 3, 8, 6]"
"<f85r1.12,+P0>","[3, None, None, 3, None, 3, None, 0, 8, 3, 8]"
"<f85r1.13,+P0>","[None, None, 9, 8, None, None, 6, 8, 8, 6, 3, None]"
"<f85r1.14,+P0>","[5, None, None, None, 8, 3, 8, None, 0, 3, 3, 6]"
"<f85r1.15,+P0>","[None, None, 8, 9, 3, 3, None, None, None, 3, 6]"
"<f85r1.16,+P0>","[None, None, 8, 8, None]"
"<f85r1.17,+P0>","[3, None, None, None, None, 5, None, None, None, 8, None]"
"<f85r1.18,+P0>","[None, None, None, None, None, None, None, None, None, 8]"
"<f85r1.19,+Pr>","[None, None, None, 3, 3]"
"<f85r1.20,*P0>","[None, None, None, None, 5, None, None, None, 8]"
"<f85r1.21,+P0>","[8, None, 8, 6, 8, None, 6, None, None, None, None]"
"<f85r1.22,+P0>","[3, 3, None, 8, None, None]"
"<f85r1.23,+P0>","[None, None, None, None, 2, None, 8, None, 8, None, None]"
"<f85r1.24,+P0>","[None, None, 8, None, None, None, 8, None, None, None]"
"<f85r1.25,+P0>","[None, None, None, None, None]"
"<f85r1.26,+P0>","[None, 8, None, None, None, None, 3, 8, 8, None, 3, 8, 8]"
"<f85r1.27,+P0>","[None, None, None, None, None, 8, 6, 5, None]"
"<f85r1.28,+P0>","[None, None, None, None, 0, 3, 3, None, None, 3, None]"
"<f85r1.29,+P0>","[None, 8, None, 8, 8, None, None, None, 8, 0, None, 9]"
"<f85r1.30,+P0>","[None, 3, None, None, None, None, None, 0, None, 0]"
"<f85r1.31,+P0>","[5, None, None, 3, None, None, 3, None, None, None]"
"<f85r1.32,+P0>","[2, None, None, None, None, None, 3, None, 8, 3, 3, 6]"
"<f85r1.33,+P0>","[5, None, 3, 0, 2, None, 8, 8, 0, 6, None]"
"<f85r1.34,+P0>","[None, None, None, 8, None, None, None, None, None, 0]"
"<f85r1.35,+Pc>","[3, None, None, 0, None]"
<f85r2>,[]
"<f85r2.1,@Cc>","[None, None, None, 3, None, None, 0, 0, None, 0, 0, 8, 0, None, None, 6, 6, None, None, None, 6, None, None, 6, 6, 8, 6, None, 3, 8, None, 3, None, 3, None]"
"<f85r2.2,@Pb>","[5, 8, 8, 8, None]"
"<f85r2.3,+Pb>","[None, None, None, 6, 3]"
"<f85r2.4,+Pb>","[5, None, 8, None, 8]"
"<f85r2.5,+Pb>","[None, 6, None]"
"<f85r2.6,+Pb>",[None]
"<f85r2.7,@Pb>","[None, None, None, None, None]"
"<f85r2.8,+Pb>","[None, None, None, None, 6, None]"
"<f85r2.9,+Pb>","[8, None, None, None, None, None]"
"<f85r2.10,+Pb>","[None, None, None, None, None, None]"
"<f85r2.11,+Pb>","[8, 8, None, None]"
"<f85r2.12,@Pb>","[None, None, None, 5]"
"<f85r2.13,+Pb>","[8, None, None, 5, None]"
"<f85r2.14,+Pb>","[None, None, 8, 5]"
"<f85r2.15,+Pb>","[None, 3, None, 8, 8]"
"<f85r2.16,+Pb>","[None, None, 6, 3, None]"
"<f85r2.17,+Pb>","[5, 3, 3]"
"<f85r2.18,@Pb>","[None, 3, None, None, 3]"
"<f85r2.19,+Pb>","[None, None, None, None, None]"
"<f85r2.20,+Pb>","[3, 8, None, 8, 3, None, None, None]"
"<f85r2.21,+Pb>","[None, None, 8, None, None]"
"<f85r2.22,+Pb>","[3, 3, None, None, None, None, 8, 8, 3]"
"<f85r2.23,+Pb>","[6, None, None, 6, None]"
"<f85r2.24,@Cc>","[None, None, None, None, 0, 3, None, None, 3, 8, 3, 6, None, 3, 3, 8]"
<fRos>,[]
"<fRos.1,@L0>",[None]
"<fRos.2,@Cc>","[0, 3, 3, 5, 0, None, 9, 3, 3, None, 0, None, 9, 6, 8, None, 8, None, 9, None, None, 9, 0, None, 3, 6, None, None, None, None, 8, 8, 8, 9, None]"
"<fRos.3,@L0>","[5, 3]"
"<fRos.4,+L0>","[None, None]"
"<fRos.5,+L0>",[None]
"<fRos.6,+L0>",[None]
"<fRos.7,+L0>","[None, 8]"
"<fRos.8,+L0>","[None, 6]"
"<fRos.9,+L0>","[None, 5]"
"<fRos.10,+L0>",[None]
"<fRos.11,@L0>",[None]
"<fRos.12,@L0>",[8]
"<fRos.13,@L0>",[None]
"<fRos.14,@L0>",[None]
"<fRos.15,@L0>",[5]
"<fRos.16,@L0>",[3]
"<fRos.17,@L0>",[5]
"<fRos.18,@L0>",[3]
"<fRos.19,@L0>",[5]
"<fRos.20,@Cc>","[5, 6, 8, 3, 8, 9, 9, 8, 3, 3, 2, 6, 3, 6, 3, 6, 3, 7, None, 8, None, None, 3, None, None, None, None, 6, None, None, 2, 5, None, 0, 3, 8, 8, 5, None, None, 6, 8, 6, 3]"
"<fRos.21,@L0>",[8]
"<fRos.22,@L0>",[5]
"<fRos.23,@L0>",[None]
"<fRos.24,@L0>",[None]
"<fRos.25,@L0>",[8]
"<fRos.26,@L0>",[5]
"<fRos.27,@L0>",[6]
"<fRos.28,@L0>",[5]
"<fRos.29,@L0>",[3]
"<fRos.30,@L0>",[9]
"<fRos.31,@L0>","[None, 8]"
"<fRos.32,@L0>",[None]
"<fRos.33,@L0>","[7, None]"
"<fRos.34,@L0>",[8]
"<fRos.35,@Cc>","[9, 7, None, 3, None, 0, 2, None, 9, None, None, None, 8, 5, 5, None, 6, 8, 6, None, None, None, None, None, 8, 8, None, 6, 3, 8, None, None, 8, 8, 6, 6]"
"<fRos.36,@Cc>","[None, None, 6, 5, 8, None, None, 3, 8, None, 2, 6, None, 8, 5, 2, 2, 2, 6]"
"<fRos.37,@L0>","[6, 3]"
"<fRos.38,@L0>","[9, None]"
"<fRos.39,@Pb>","[None, None, 3]"
"<fRos.40,+Pb>","[None, None, 0]"
"<fRos.41,@L0>",[3]
"<fRos.42,@L0>",[None]
"<fRos.43,@L0>",[9]
"<fRos.44,@L0>",[None]
"<fRos.45,@L0>","[None, 0]"
"<fRos.46,@L0>",[None]
"<fRos.47,@Cc>","[6, 0, None, 0, 8, None, 6, None, None, None, 0, None, 6, 8, None, 6, None, 3, None, 2, None, None, 6, None, 6, None, None, 8, 6, 9, 6]"
"<fRos.48,@L0>",[None]
"<fRos.49,@L0>",[6]
"<fRos.50,@L0>",[None]
"<fRos.51,@L0>",[None]
"<fRos.52,@L0>",[None]
"<fRos.53,@L0>",[6]
"<fRos.54,@L0>",[None]
"<fRos.55,@L0>",[8]
"<fRos.56,@L0>",[None]
"<fRos.57,@L0>",[None]
"<fRos.58,@L0>",[3]
"<fRos.59,@L0>",[6]
"<fRos.60,@L0>",[8]
"<fRos.61,@L0>",[None]
"<fRos.62,@Cc>","[9, 8, 8, 3, None, 0, None, 6, None, 5, None, 8, 8, 3, 6, 6, 6, 6, 6, 8, 8, 8, 8, 3, 8, 8, 6, None, None, 3, 2, 5, 3, None, 6, 8, 8, 5, None, 9, 9, None, 8, None, None, 8]"
"<fRos.63,@L0>",[None]
"<fRos.64,@L0>",[8]
"<fRos.65,@L0>",[6]
"<fRos.66,@L0>",[None]
"<fRos.67,@L0>",[None]
"<fRos.68,@L0>",[6]
"<fRos.69,@L0>",[5]
"<fRos.70,@L0>","[0, None]"
"<fRos.71,@L0>","[None, 5]"
"<fRos.72,@L0>","[None, None]"
"<fRos.73,@L0>","[None, 3]"
"<fRos.74,@L0>",[None]
"<fRos.75,@L0>",[6]
"<fRos.76,@L0>",[2]
"<fRos.77,@L0>",[None]
"<fRos.78,@L0>",[None]
"<fRos.79,@L0>",[6]
"<fRos.80,@L0>",[None]
"<fRos.81,@L0>",[8]
"<fRos.82,@L0>",[3]
"<fRos.83,@L0>",[3]
"<fRos.84,@L0>",[0]
"<fRos.85,@L0>",[5]
"<fRos.86,@L0>",[8]
"<fRos.87,@Cc>","[None, None, None, 9, 6, 0, None, 6, None, None, None, None, 0, 0, 0, 0, 0, None, None, 8, 8, 3, None, None, None, None, None, None, 9, None, None]"
"<fRos.88,@L0>",[6]
"<fRos.89,@L0>",[9]
"<fRos.90,@L0>","[None, 9]"
"<fRos.91,@L0>","[8, None]"
"<fRos.92,@L0>",[None]
"<fRos.93,@L0>",[None]
"<fRos.94,@Cc>","[None, 0, None, 0, 6, 6, 0, None, 6, 3, None, None, None, None, 0, None, 8, 8, 0, 8, None, 6, None, None, 8, 3, 3, 8, 6, None, 9, 8, None, None, 8]"
"<fRos.95,@L0>",[9]
"<fRos.96,@L0>",[None]
"<fRos.97,@L0>",[5]
"<fRos.98,@L0>",[6]
"<fRos.99,@L0>",[None]
"<fRos.100,@L0>",[None]
"<fRos.101,@L0>",[None]
"<fRos.102,@L0>",[0]
"<fRos.103,@L0>",[None]
"<fRos.104,@L0>",[None]
"<fRos.105,@L0>",[None]
"<fRos.106,@L0>",[None]
"<fRos.107,@L0>","[None, 6]"
"<fRos.108,@L0>",[None]
"<fRos.109,+L0>",[0]
"<fRos.110,>",[None]
"<fRos.111,+L0>",[None]
"<fRos.112,@L0>",[None]
"<fRos.113,=Cc>","[3, 3, 8]"
"<fRos.114,+Ca>","[8, 8, 3, 8, 8]"
"<fRos.115,=L0>",[None]
"<fRos.116,@L0>",[8]
"<fRos.117,@L0>",[6]
"<fRos.118,@L0>",[None]
"<fRos.119,@L0>",[None]
"<fRos.120,@L0>",[None]
"<fRos.121,@L0>","[0, None]"
"<fRos.122,@Cc>","[None, 8, 9, None, 6, 3, None, 3, 3, None, None, 6, 8, 8, 8, 6, 5, 6, None, 6, 3, 6, 8, 5, None, None, None, 0, 8, 2, 6, 9, 8]"
"<fRos.123,@L0>",[6]
"<fRos.124,@L0>",[8]
"<fRos.125,@L0>",[None]
"<fRos.126,@L0>",[None]
"<fRos.127,@L0>",[None]
"<fRos.128,@L0>",[0]
"<fRos.129,@L0>",[None]
"<fRos.130,@L0>",[None]
"<fRos.131,@L0>",[8]
"<fRos.132,@L0>",[None]
"<fRos.133,@Cc>","[None, 3, 8, 0, 8, 3, None, None, 8, 8, None, 8, 6, 9, 5, 9, 3, 0, None, None, None, None, None, 0, 0, None, 6, 6, None, 5]"
"<fRos.134,@L0>",[6]
"<fRos.135,@L0>",[6]
"<fRos.136,@L0>",[6]
"<fRos.137,@Pb>","[0, None, None]"
"<fRos.138,*Pb>","[2, None, None, 6, None]"
"<fRos.139,@Pb>","[8, 3, None, 6]"
"<fRos.140,+Pb>","[None, None, None]"
"<fRos.141,+Pb>","[8, None, 6, None]"
"<fRos.142,@Pb>","[8, 6, None, 8]"
"<fRos.143,+Pb>","[None, None, None, 8]"
"<fRos.144,+Pb>","[None, 9, None, None]"
"<fRos.145,+Pb>","[5, None]"
"<fRos.146,@L0>",[3]
"<fRos.147,+L0>",[8]
"<fRos.148,+L0>",[8]
"<fRos.149,@L0>",[0]
"<fRos.150,+L0>",[5]
"<fRos.151,+L0>","[3, None]"
"<fRos.152,@L0>",[6]
"<fRos.153,+L0>",[None]
"<fRos.154,+L0>",[None]
"<fRos.155,@L0>",[None]
"<fRos.156,+L0>",[None]
"<fRos.157,+L0>",[None]
"<fRos.158,@L0>",[None]
"<fRos.159,+L0>",[None]
"<fRos.160,+L0>",[None]
<f86v4>,[]
"<f86v4.1,@Cc>","[6, 3, None, None, None, None, None, None, 6, None, None, None, None, 3, None, 6, None, None, 8, None, None, None, None, None, None, 3, None, 6, None, None, 3, None, None, None, 0, None, None, 8, 3, 5, 3]"
"<f86v4.2,@Cc>","[None, 8, 8, None, None, None, None, None, None, None, None, 8, None, 8, None, None, 8, None, None, None, None, None, None, None, None, None, None, None, 8, None, None, None, 5]"
"<f86v4.3,@Cc>","[None, 5, 8, None, None, 8, None, None, None, 6, 8, None, None, None, None, None, None, None, 3, None, None, None, None, 3, 8, 8, 8, 3, 8, None, None, None, 3, None, None, None]"
"<f86v4.4,@Cc>","[None, 3, 6, None, None, 5, None, 3, 3, None, None, None, None, 3, None, 8, None, 8, None, 8, None, None, None, None, None, None, None, 9, 6, 8, 0, None, 3, 0]"
"<f86v4.5,@P0>","[None, None, None, None, None, 3, 6, 6, 8]"
"<f86v4.6,+P0>","[None, 3, 6, 6, None, None, 8, 8, None, 3, 3, 6, None, None]"
"<f86v4.7,+P0>","[8, None, 8, 8, 6, None, None, None, None, 8, 8, None, 3]"
"<f86v4.8,+P0>","[8, 6, None, 0, None, 9, 8, 8, None, None, 8]"
"<f86v4.9,+Pc>","[8, None, 6, 2]"
<f86v6>,[]
"<f86v6.1,@P0>","[None, 6, None, None, 8, 3, None, None, 5, None, None]"
"<f86v6.2,+P0>","[None, None, None, None, None, None, None, None, None, None, None, 3]"
"<f86v6.3,+P0>","[None, None, None, None, None, 3, 5, 8, None, None, 8, None, 0]"
"<f86v6.4,+P0>","[None, None, None, 6, 8, None, None, None, None, None, 6, 5]"
"<f86v6.5,+P0>","[3, 8, None, 6, 8, None, 8, None, None, None, 5, None]"
"<f86v6.6,+P0>","[8, None, None, 8, None, None, None, 6, None, None, 3]"
"<f86v6.7,+P0>","[None, 8, None, 8, 8, 6, 8, 6, 8, None, None, 8, 3, None, 8]"
"<f86v6.8,+P0>","[2, 6, None, 5, 2, None, 3, None, None, None, 3]"
"<f86v6.9,+P0>","[None, 2, 3, None, None, None, 0, 3, 5, None, 8]"
"<f86v6.10,+P0>","[5, 2, 5, None, None, 3, 6, 8, 6, None, 6]"
"<f86v6.11,+P0>","[None, None, None, 8, None, None, None, None, 8, None, 3]"
"<f86v6.12,+P0>","[None, None, 0, 2]"
"<f86v6.13,+P0>","[None, None, None, None, None, None, 5, None, 6]"
"<f86v6.14,+P0>","[None, None, None, None, 9, 8, None, None, 8, 3, 6, 3]"
"<f86v6.15,+P0>","[None, None, None, 6, 8, None, None, 6, None, 6, 8, None]"
"<f86v6.16,+P0>","[3, 8, None, None, 0, None, 9, None, None, 8]"
"<f86v6.17,+P0>","[3, 8, 8, 3, 5, None, None, None, None, 6, 3, 3, 9, 8]"
"<f86v6.18,+P0>","[2, 2, 3, 2, 3, 5, None, None, 5, 0, None]"
"<f86v6.19,+P0>","[3, None, None, 8, 5, None, None]"
"<f86v6.20,+P0>","[5, 0, 5, None, None, None, None, 6, 6, 5]"
"<f86v6.21,+P0>","[None, None, 8, None, 3, None, 2, None, 3, 3, 8, 8]"
"<f86v6.22,+P0>","[None, None, None, 5, 2, None, 5, None, None, 5]"
"<f86v6.23,+P0>","[None, None, 0, None, None, None, 3, 5, 3, 5, 3, 6, None]"
"<f86v6.24,+P0>","[None, None, None, 3, 8, None, None, None, 3, 3, None, None, 6]"
"<f86v6.25,+P0>","[None, None, 6, None, 3, 2, 8, None, None, None, 3, 5]"
